frames,dst_entropy,src_entropy,proto_entropy,bps_in,bps_out,flows,attack
1139,0.274743314,6.001209565,0.894914082,6163.480869,1065.6,4288.355773,1
708,0.9998711,0.994382786,0.619535294,27966.81225,2265.6,6143.065883,0
558,2.824484601,2.963412506,0.990897786,14485.47158,1587.676303,3394.406617,1
1621,0,6.323652958,1.283760829,357163.7898,65403.10476,114538.6628,1
838,0.999997191,0.999997056,0.881214208,21449.43603,2773.845231,1882.539291,0
590,0,0,1.303684269,22007.63518,2124.587541,1953.408572,0
1882,0.874371558,0.874371558,0.960918309,20893.05648,2119.788021,3769.71541,0
829,0,0,0.92029726,12873.4684,1302.4,1685.097331,0
15,0,6.64385619,0.087859526,2614347.855,8476.609356,1712297.998,1
863,0,0,0.461906583,21059.56015,2120,391.7014938,0
686,0,0,0.740074118,20006.60758,1896.189619,2232.093861,0
2025,0,6.62935662,0,1841.598205,0,1489.020059,1
602,0.943302081,0.947346864,0.388326001,58215.23136,7971.9972,4482.210753,0
231,2.825692314,2.968958012,0.084854885,430069.7602,47580.84192,109152.2491,1
1648,0.141440543,6.56385619,1.54692767,5188.768339,528,2002.673371,1
296,0,0,1.3850742,15911.32567,1638.236176,1496.879364,0
709,0.999608887,0.999608887,0.730902964,21580.05209,2120,5300.981058,0
3015,0,6.60385619,0.43688846,4035.309888,27080.19967,3764.925018,1
93,1.471993309,1.471993309,1.380507043,26405.839,2852.514749,8919.658871,0
28323,0,6.64385619,0.313773209,3300.403133,427.6286846,0.008026766,1
853,0.286396957,6.50385619,1.97703596,12851.51795,2500.950665,4965.535767,1
859,0,0,1.366210443,16123.26724,2120,1392.302965,0
4416,2.825692314,2.968958012,0.640473201,9374.502797,388.8,173.3677986,1
4,0,6.528346519,0.189093741,80272.05476,98311.7338,5948.598575,1
1436,0,6.64385619,0.766798735,5587.059971,456,3203.656914,1
98,0.696284419,0.696284419,0.087939516,27739.4596,2276.8,8766.08622,0
536,0,0,1.357637378,12096.81994,1172.8,2893.603478,0
619,0.70147146,6.456307315,1.291401277,3698.697627,947.2,3411.121248,1
23704,0,6.64385619,0,18491.36847,4815.371763,72.46675588,1
9028,0.195909271,6.230267984,0.126330902,1070188.655,353765.8809,48806.00693,1
2427,0.081462027,6.222642857,1.673866262,14138.09896,2459.212097,4259.092827,1
101,0.823832829,0.823832829,0.499791395,20927.05926,2153.6,3575.934543,0
1330,2.959345012,2.999927674,0,11558.47784,1284.8,4803.426016,1
140,2.824484601,2.963412506,0.829618468,15088.41844,1672,3579.040228,1
64,0,0,1.645178976,13853.51495,1403.340334,1606.139413,0
15,0.919087116,0.91317486,0.311135376,45518.49439,3816.8,2957.895404,0
1473,0,6.64385619,0.360074546,5976.224286,489.6489649,4694.672114,1
14663,0,0,0,6350.322248,388.8388839,1.16E-17,0
503,0,6.64385619,0.583378122,3309.215647,50323.68949,3773.582386,1
942,1.860017072,1.860017072,0.646764454,23865.35983,2057.6,11209.3448,0
10346,0,0,0.956514354,6479.572417,388.8388839,2.05E-77,0
7933,0,6.20875844,0,967.2464569,756.302521,12031.05811,1
636,0,0,0.67770575,32093.63323,3721.6,3476.058069,0
16,0,6.64385619,0.135557576,1681340.972,8476.609356,1946449.786,1
977,0,0,0.229823989,22972.92182,1990.4,3031.735109,0
616,2.957590528,2.994458897,1.452015619,11406.76789,1251.325133,1997.799209,1
571,0,6.48875844,1.867467494,7221.409859,904,2785.051468,1
184,0,0,0.992226685,6350.309305,518.4,1.52E-97,0
618,0.080793136,6.56385619,1.02388776,5443.155929,422.4,2400.714399,1
25,0,6.64385619,0.044545278,957006.7287,5966.4,2681138.34,1
481,1.970419017,1.970419017,0.59344932,31574.84752,3558.4,10006.30002,0
478,0,0,1.446644498,20781.02477,2086.608661,621.7615221,0
1197,0,0,0.012615002,13842.66981,1302.4,629.3723775,0
1,0,6.263046898,0.332054531,336501.7758,76516.91572,68208.36202,1
3459,0,0,0.576739743,10277.54215,1302.4,148.9961317,0
6,0,6.64385619,0.032449229,14426.41663,3561.856241,4285131.278,1
723,0,0,0.873373882,23967.56544,1956.9957,2812.408415,0
712,0.194391858,5.85856294,0.849110689,14371.25185,2356.8,8158.26567,1
80,0,0,1.789998014,13827.34219,1302.660532,1915.971271,0
611,0.866538682,0.857901453,0.914384147,20972.93712,2024.20242,4183.635316,0
83,2.825692314,2.968958012,0.074967622,427240.9286,47580.84192,130359.7067,1
583,0.687812208,0.961293358,0.991378102,55444.32432,2086.4,36053.80149,0
5602,0,6.64385619,0.238917787,4336.117941,41498.69846,518.581322,1
1617,0,0,1.718429664,13401.87797,1336,3227.808651,0
696,2.824484601,2.963412506,1.509738979,14785.08613,1620.8,4273.93852,1
591,0,6.60385619,1.581816311,981470.121,708.6485009,5564.433791,1
2107,0.993685265,0.993685265,0.291532368,16521.58345,1956.8,2862.944965,0
4098,0,0,0.98486281,15448.03446,2086.608661,1565.854865,0
1570,0,6.28875844,0,1931.984058,492.4623116,70.44640394,1
184,0,0,1.136699822,16302.29324,1302.4,1208.092169,0
572,0,0,0.388309874,21405.04754,2120,1695.831218,0
892,0,0,0.723981461,6868.968523,518.5037007,5.72E-41,0
11530,0,6.431036375,0,4889.44543,936.5426696,16756.5275,1
113,2.959345012,2.999927674,1.202376837,11913.64675,1172.917292,10807.21945,1
1388,0,6.512669028,0,1534.061509,971.722365,61.66499882,1
6595,0.080793136,6.56385619,1.27729016,5673.724889,518.4518452,155.6503112,1
433,0,0,0.247751684,24047.26185,2153.6,1777.8024,0
12,0.345752087,5.866008855,0.725461384,73040.68967,2120.930233,82059.22944,1
455,0,0,0.708713309,20755.14759,1956.8,606.3972251,0
1882,0,0,0.840186407,22316.86495,2269.946011,1868.483114,0
920,0.840382838,0.840382838,1.498485895,18979.70176,1862.586259,5665.207314,0
1968,0,0,1.06645934,23895.95814,2120.212021,295.1572915,0
258,0,0,1.12728695,22438.17556,2064,1804.077353,0
3512,0,6.272773365,1.275304831,14505.74646,7984.782195,372.313902,1
580,1.842103239,1.842103239,1.253277103,32243.96634,2753.324668,7687.582375,0
106,0,0,1.089357214,21795.34378,2124.8,3254.840093,0
1421,0,0,0.154988407,16261.26965,2024.20242,2614.461163,0
208,1.532381206,0.910051202,0.968738059,20900.75147,2086.4,8628.586982,0
480,0.080793136,6.56385619,1.09679367,6167.987054,532.8,15.0263563,1
925,0,0,2.067463248,11362.66835,1302.4,2642.348867,0
6571,0,0,0,9565.916921,1049.390122,0.034217552,0
145,0.909280128,1.583668252,1.144153194,21253.26921,2870.687069,5487.977894,0
229,0,0.846599957,0.384850211,20912.0433,2120,4163.598295,0
182,0,0,0.687955509,21749.60719,2119.788021,2003.405656,0
839,0,0,1.005027525,20821.92359,1990.4,716.6894335,0
816,0,0,1.591721075,12062.21395,1302.269773,296.1049973,0
442,0,0,0.110992827,15987.13528,1302.4,305.0542963,0
275,0.080793136,6.48385619,0.621910881,80804.1676,62550.21018,747.0059815,1
19396,0,6.456307315,0,4115.111529,2106.989301,1.822321777,1
760,0.999771548,0.999771548,1.173915621,24617.34331,1956.408718,3956.908228,0
1859,0.322493362,6.176307315,1.700806463,6788.861478,1363.336334,2094.529438,1
759,0,0,0.854053311,13311.07417,1335.866413,4075.310122,0
1095,0.081462027,6.230267984,1.551522619,27339.75852,7092.987334,5811.672437,1
898,0.084262429,6.317224029,1.04349752,3751.366489,2618.518876,114.1957582,1
433,0,0,1.233821506,19848.99435,1956.8,1162.766185,0
131,0,6.194235678,1.07306104,360992.8611,71461.81979,130111.5541,1
7,0,6.64385619,0.274579285,105201.2087,382202.698,435.9945837,1
397,0.999999763,0.998707204,0.781928375,21621.39755,2841.315868,2111.757672,0
1395,0.468995594,6.50385619,1.486527668,6048.618072,489.6,1729.204411,1
1073,0,0,0.857736682,20766.72391,2120.212021,141.9414617,0
908,0,5.89366069,0.794753527,6216.397367,523.2,1992.883447,1
705,0,5.87366069,1.590812978,7286.638584,556.8,2147.605241,1
4407,0,6.28875844,0,1163.408957,0,969.01481,1
978,0,0.811855668,0.451670493,48205.30937,5069.893011,4762.85686,0
119,0.881290899,6.261209565,1.468907637,2413129.853,7523.2,19874.78184,1
1687,0,6.62935662,0,1856.481935,0,1380.342641,1
462,0.935430203,0.935430203,0.192663653,21588.95652,1990.4,4371.3386,0
604,0.557438185,6.56385619,1.620557936,6621.295241,572.8572857,3786.520103,1
8651,0,6.296307315,0,1117.254257,756.302521,2769.937083,1
648,0.604441711,0.604441711,0.220576739,16688.58911,1710.742148,6339.228462,0
23953,0,6.64385619,0,6033.471739,60594.68672,1.8088233,1
659,0.557438185,6.56385619,1.01826466,6262.432139,568,1926.018715,1
1422,0.834155524,0.834155524,1.479808328,19136.71803,1896.189619,4221.242018,0
972,0,0,0.378513559,19029.03672,2120,1104.265985,0
2159,0.080793136,6.58385619,1.980397347,5870.046446,652.7347265,1092.374942,1
833,0,0,1.840831811,11503.03735,1302.530253,4024.335665,0
1950,0.987375864,0.992130401,1.614572747,11899.5148,1302.4,2695.137048,0
14661,0,6.62935662,0,2933.79681,188.2680269,8.010468202,1
2,0,6.58385619,0.526783485,145569.4947,113161.1374,5637.600295,1
919,0,5.91366069,1.190043148,6672.736609,523.2,2828.654612,1
57,2.967874578,3.003298225,1.473898219,11982.01204,1172.8,4173.300893,1
583,0,6.081209565,0.402932573,30438.83239,5159.484052,1390.412194,1
214,0.970625705,0.970625705,1.340325946,25951.69934,2513.348665,2388.00139,0
1525,0.803932535,0.803932535,1.08910603,12964.63207,1172.917292,4065.000221,0
4462,0,0,0.279459206,6998.387049,518.4,3.89E-26,0
623,0.999999272,0.999999272,0.107000427,20597.35094,2086.4,3426.198827,0
868,0,0,0.327841316,14980.72227,1956.8,1793.841546,0
3,0,6.363182744,1.124621356,4753.175505,1556.52936,3546.233127,1
10084,1.070720271,1.070720271,0,11457.66199,1681.645088,886.0179744,1
854,0,0,0.800615282,61681.55545,1990.20098,2146.531672,0
4842,0,5.87366069,0.81389146,6084.688242,455.863241,566.0372926,1
950,0,0,1.030490206,20167.48565,2494.4,2828.733681,0
133,0.924555786,0.924555786,1.330826155,14324.88994,1302.530253,2785.125976,0
74,1.227244174,5.842809886,1.545802876,19578.90707,1912.371703,2813.405766,1
670,1.550256141,1.550256141,0.374890483,21281.71795,2120,9805.693926,0
996,0.971286615,0.971286615,0.70616095,20889.80884,2120,2779.966789,0
1712,0.634309555,6.56385619,1.319266944,4712.558032,456.0912182,2379.809413,1
7,0,6.64385619,0.062837991,4184789.488,10015.76689,4954553.573,1
591,0,0,1.016912743,20967.94144,2024.20242,3183.426565,0
5731,0,0,0,6609.444496,518.4,2.23E-112,0
774,0.286396957,6.18021091,1.549303785,7115.311394,926.4926493,2887.859717,1
848,0.322493362,6.176307315,1.687470392,6140.509156,662.3337666,970.4354609,1
9,0,6.64385619,0.097264667,16134.78557,4442.081949,1972425.931,1
774,0,6.46875844,1.658305203,4011.766789,1236,2598.64501,1
582,0,0,0.96076725,20788.55192,2086.608661,497.8636545,0
542,2.824484601,2.963412506,0.765036665,14552.67158,1587.676303,2618.883096,1
1843,0,6.60385619,1.357273228,5381.370436,456.0456046,391.717907,1
2421,0,0,0.522138159,6350.114924,518.4,3.37E-109,0
255,2.825692314,2.968958012,0.323819483,162438.8736,10510.65864,68929.11059,1
285,1.921614789,1.592375745,0.180985758,43020.50227,3687.631237,12596.34528,0
93,1.459165765,1.459165765,1.860386813,13497.90743,1302.269773,2520.457688,0
722,1.559723557,1.559723557,1.586072375,26650.48253,2340.8,2920.630849,0
440,0,0,1.189201413,23621.05792,1990.4,1340.119963,0
721,1.507590301,1.507590301,0.130932826,22081.298,2086.4,5886.47719,0
269,0,6.28875844,0,1341.297223,0,1328.346048,1
1674,0.194391858,6.261209565,1.059601666,6465.678733,2356.8,5791.202921,1
1288,2.825692314,2.968958012,0.115560983,88857.01798,10510.65864,57778.21792,1
261,1.41650483,1.727498677,0.417792794,46688.69329,3688,9564.382711,0
126,0,0,1.073447297,19618.5595,2120,1820.88767,0
4167,0,6.20875844,0.114441483,967.2464569,756.302521,14804.4377,1
415,0,0,1.171681767,24598.7499,2120,1721.555126,0
49,0,6.46875844,0,907.2470447,0,3001.642562,1
1849,0.164134333,5.935839181,0.096024889,199596.9022,73560.55529,71041.79398,1
871,0,0,0.673656007,13659.26548,1302.4,222.6013648,0
3469,0,6.62935662,0,1705.268768,127.3334643,1995.625277,1
496,0.080793136,6.221209565,1.805610732,12116.38814,6206.4,2447.464192,1
1544,0,6.46875844,0,1108.8,0,2388.18511,1
335,0,0,0.4426301,26237.14184,2086.4,3694.182559,0
256,0,0,0.453155379,13093.47378,1172.8,5519.677828,0
8,0,6.64385619,0.135299353,4696481.944,9185.6,4115569.352,1
32,0,6.64385619,0.016839335,4179166.439,422.4,1523417.684,1
299,0.302292189,5.547368785,1.287299529,6410.483445,456.0456046,1020.616637,1
1368,0.970950595,6.52385619,1.188653254,15587.88952,4248.94937,3423.78719,1
351,0,0,0.82944036,18576.03957,2086.191381,2574.877996,0
9337,0,6.28875844,0,1039.50274,0,25.46645356,1
1530,0,0,0,6998.361132,518.4,9.00E-27,0
624,0,0,0.300525645,6480.129621,518.4518452,5.40E-102,0
985,0,0,0.744681272,16542.06869,2119.788021,3462.958316,0
423,0,5.821209565,1.130678389,13609.95215,1900.609939,476.0734676,1
193,0.956780703,0.955486664,1.389274526,26880.95965,3795.2,2931.474495,0
1364,1.433079728,0.742431539,0.833729973,23334.67361,1990.4,7424.097569,0
1713,0,6.46875844,1.111689349,5718.644101,709.5290471,3553.988853,1
62,0.866148203,1.56663882,0.57510883,22463.07516,2841.6,10449.29183,0
3,0,6.361209565,1.032432659,361315.0915,69043.29281,107166.2711,1
1568,0.203905876,6.355068772,0.854067641,10814.23907,2455.766361,1729.644654,1
433,0.981775922,0,0.33474359,39699.33294,3480.348035,4305.061277,0
9,0,0,0.684163458,23543.73658,2086.4,61.4830664,0
15120,0,6.60385619,0,5753.756634,2103.122044,68.64662777,1
862,0.959947525,0.959947525,0.99472405,21581.07757,1956.9957,4644.300983,0
264,0.893173458,6.28385619,1.633628768,38628.88752,8195.2,7430.066347,1
198,1.577794085,1.577794085,0.20775905,24209.66057,2057.6,5272.350504,0
903,0,0,0.717488404,21743.50172,2119.788021,535.9945677,0
189,0.845913063,0.845913063,1.508350634,13402.83044,1336,4904.138049,0
654,0,0,0.084384628,20827.15717,1990.4,1529.315129,0
467,0,0,1.069464271,23245.40252,2119.788021,5115.236469,0
207,2.824484601,2.963412506,0.975713481,15322.9621,1542.4,6250.110094,1
2010,0,6.194815711,1.241920635,16155.2589,2734.081611,332.168938,1
918,0.760118628,0.760118628,0.763000358,27436.10809,2153.6,3854.914397,0
2048,0,6.523561956,0.830201925,3833.635228,801.519848,12272.13872,1
1104,0,0,1.31766606,13879.17721,1638.4,3877.346858,0
284,0,0,0.660294323,14456.34534,1336,135.6756109,0
21,0,0,0.9736217,15022.47372,1302.4,11.82573023,0
12450,0,6.376307315,0,5753.756634,1446.676971,3.03863923,1
23,0,6.146017056,1.039889837,348513.3005,68090.63702,90523.89104,1
915,0,0,1.558326506,14068.4991,1432,780.4134786,0
1411,0,6.58895258,0.255539548,172007.5931,143237.5624,821.8907283,1
846,0,0,0.302653229,24664.77336,1956.8,841.5219452,0
19891,0,6.60385619,0,7077.074904,1731.125456,0.018719236,1
91,0,0,0.733186628,13843.11623,1336.133613,64.24895204,0
103,0,6.46875844,0,1142.22531,0,400.1339145,1
1797,0,0,0.83080534,21705.21493,2120,2578.821563,0
849,2.956473531,3.004932784,1.553118198,12983.9772,1335.2,2839.281716,1
783,0,0,0.782820945,13140.53892,1302.4,1.681177479,0
498,0,0,0.213027154,22079.31998,1956.9957,2624.990563,0
1526,0,6.50875844,1.809456049,9171.36875,1245.04901,3308.136633,1
1881,0,6.46875844,0,873.6,0,2496.359728,1
13665,0,6.376307315,0,1132.861606,904.0473874,144.4074595,1
145,0.971192639,6.065915577,1.938731296,39079.99186,1165.886424,1953.056467,1
49,0,0,0.362092949,22035.13708,2336,2891.290437,0
7760,0,0,0.992230012,6739.212977,518.4518452,6.14E-126,0
402,0.302292189,5.58346519,1.403880125,6406.688115,456.1368411,329.6375642,1
682,0,0,0.443968224,19733.7955,2180.8,3005.988809,0
1,0,6.64385619,0.046721769,62356.90399,15574.44256,4017066.99,1
897,1.494157946,1.494157946,1.181350446,22968.18668,2023.79762,7381.182646,0
592,0.957882215,0.933158409,0.054807497,21452.05868,2904,7165.001997,0
143,0,0,0.227348704,23678.78554,2774.677468,2222.877851,0
299,0,0,1.399139686,13625.06663,1900.8,677.8813284,0
637,2.824484601,2.963412506,1.512769938,14926.33629,1620.8,8233.00146,1
594,0,6.46875844,1.577742787,6406.243569,904,1855.869714,1
420,0.997401589,6.50385619,1.711004786,14570.05849,4245.975402,2303.924154,1
1396,0.080793136,6.64385619,1.50564012,5096.696452,619.4477791,3265.753523,1
838,0,0,1.19587633,29299.26762,2472,2116.951255,0
1824,0.609840305,6.56385619,1.547214275,3240.530916,326.62864,1317.194179,1
1261,0.084262429,6.317224029,1.426314981,3751.366489,2618.518876,1291.737826,1
462,0.944770365,0.944770365,0.457991678,23399.63403,2057.6,4936.926272,0
718,1.701534035,2.228358137,0.250313422,45659.43138,3688,14374.57879,0
5117,0,6.64385619,0.80315858,3054397.881,456,6063.416035,1
291,0.81642512,0.81642512,1.756817797,22936.31143,2064,6721.81667,0
240,0.999711442,6.356307315,1.494998246,4881.659583,518.4,755.6764907,1
688,0.322493362,6.001209565,1.560464578,64411.12216,12361.6,5706.909073,1
4206,1,6.356307315,1.747352753,3936.062948,456.0456046,451.4295865,1
4102,0,6.28875844,0,1154.68227,0,2176.411344,1
1774,0,0,1.193454697,24477.33447,2870.687069,1518.26157,0
76,0.080793136,6.64385619,0.004224843,4182101.602,1256.25125,4552556.994,1
1731,0,6.60385619,1.352158405,6055.681225,498.8508044,36.54203875,1
457,0.164134333,5.935839181,0.148239178,208988.5689,67100.62548,66645.54475,1
1474,0.168363299,5.961703635,0.248242274,184332.6723,63088.23529,62787.11423,1
14472,0,0,0,6480.155551,518.4,4.01E-122,0
480,0.327444919,5.691014065,1.158804047,54236.14937,9592.715232,43313.73725,1
2452,0,6.62935662,0.986319789,2951.112788,193.6099189,2794.948366,1
302,0,0,0.662047241,21095.47713,2024.20242,105.0868977,0
639,0,0,0.008577212,16665.86493,1336,1919.027355,0
379,0,0,0.565372417,21080.97195,2153.6,1843.772829,0
254,0,0,1.544358856,24649.02295,2142.185781,106.008736,0
657,0,5.85366069,1.184009102,7838.692551,556.8,460.6375998,1
831,0,0,0.447305347,22942.51044,2147.2,3333.726236,0
651,0,0,0,18886.36327,2348.8,1939.622462,0
450,0,6.64385619,0.042350495,2466544.858,7563.441066,2668151.367,1
1579,0,0,0.777977688,22781.10152,2057.805781,583.7775686,0
802,1.070720271,6.40875844,1.041911676,226713.738,102460.9324,162433.0993,1
3,0,6.64385619,0.037012492,4179267.4,10015.76689,5608298.367,1
770,0.984762897,0.984762897,1.812466073,14299.17749,1595.2,3244.263043,0
1352,0,0,0,6611.717767,518.4518452,3.67E-87,0
5184,0,0,0.932854832,6479.727883,518.4,4.00E-65,0
746,0,0,0.095272218,6480.272211,518.4,1.11E-28,0
977,0.99646786,0.99646786,1.391186568,23803.24857,1956.9957,1196.035804,0
4483,0.194391858,6.62385619,0,2519.590558,368.7405159,607.325891,1
103,0,0,0.809866283,22111.04553,2120,2613.913599,0
764,0.286396957,6.18021091,1.530871388,6726.550278,926.4926493,262.2181032,1
40,1.551092047,1.551092047,0.361580784,24385.89043,2164.8,3918.254612,0
885,0,0,0.86897721,12994.61464,1335.866413,3319.151467,0
100,0,6.296307315,0.618536625,341894.299,78264.09568,94118.47253,1
677,2.824484601,2.963412506,1.390198689,14914.64726,1620.8,2024.06466,1
706,0.999801161,0.999801161,0.461097564,21345.45018,2119.788021,3484.692902,0
253,0,0,0.235384587,20932.80745,2024.20242,4768.889755,0
327,0,0,0.276665719,64980.66161,18116.58834,53517.07865,0
721,0,0,0.631177148,11347.31729,1564.956496,2404.014109,0
876,0,0,0.729958217,23100.33815,1956.8,2376.221827,0
875,0,0,1.931294709,11932.82226,1336,1041.19738,0
745,2.824484601,2.963412506,1.989234581,14674.71645,1896.568971,2093.133033,1
660,2.824484601,2.963412506,1.519830097,14949.07248,1620.8,2556.105763,1
14982,0,6.476307315,0,7077.074904,1731.125456,72.56047574,1
719,0.286396957,6.18021091,0.693024554,6597.357413,1732.8,511.076788,1
39,2.82709285,2.972357019,0.01638192,17782.89217,11155.68443,103734.1257,1
519,0,0,0.835079284,12356.14952,1172.8,1701.639276,0
1453,0,5.821209565,0.38473118,7589.457465,590.8135695,3059.31424,1
351,1.579124152,1.901776191,0.230827588,46367.19407,3558.4,8481.253842,0
216,0,0,0.153337703,23935.77371,2035.607121,1317.721875,0
3650,0,0,0,6220.722256,518.4,8.63E-38,0
640,0,0,0.82209864,41532.99564,3558.4,2302.736376,0
14,0.080793136,6.64385619,0.054751136,8840988.992,101020.5368,10712582.84,1
247,0.969148144,0.969148144,0.513112264,22164.54122,2119.788021,7001.679528,0
2252,0,0,0,6480.388847,518.4,6.12E-12,0
693,0.971749122,0.971749122,0.293457452,24804.36476,2774.4,4804.026725,0
3490,0,6.60385619,0.054682416,2463025.037,2856.066482,382378.7488,1
5671,0,0,0,6739.264814,518.4518452,0.000423643,0
185,0,0,0.525301679,18638.72536,2086.4,1851.905413,0
725,0.584238812,6.56385619,1.299213151,4924.348512,326.4,1741.902574,1
358,0,0,1.023531035,30491.31947,2086.608661,1752.750711,0
784,0,0,0.736333929,21763.36216,2086.191381,2360.703271,0
322,2.824484601,2.963412506,0.553528805,14015.1118,1508.8,167.2745876,1
1272,0,6.46875844,0,806.4806481,0,1248.952355,1
731,0,0,1.050228578,21227.0764,1934.4,474.8826674,0
1784,0,0,1.881979691,11874.9402,1302.530253,1573.300036,0
972,0,0,1.121675424,19342.65243,1862.586259,2181.834573,0
560,0,6.50875844,1.893145222,8302.594673,1227.077292,2848.842259,1
256,0,0,0,14617.06887,1351.729654,612.958758,0
560,0,6.136842188,0.674291098,9422.333769,1876.900181,3019.927405,1
367,0,0,0.587659167,21013.48802,2086.191381,348.1368714,0
974,0,0,1.168638105,11529.25263,1302.4,358.0955117,0
1332,0,0,0.721529354,23414.39017,2086.608661,1775.062915,0
12,0.955086488,0.955086488,0.180331336,36445.27591,4308.8,5400.230114,0
242,0,0,0.447690147,24534.37277,2035.607121,1247.679153,0
397,0,0,0.750584649,26434.76721,2172.8,1638.51487,0
619,1.561236748,1.561236748,1.375545384,14822.77164,2335.766423,2391.413089,0
824,0.999711442,6.296307315,1.113067991,226847.7391,102460.9324,120456.4792,1
1927,0,0,0.839729065,15369.62535,2086.191381,3275.93841,0
1016,0,0,1.314218233,20214.54996,2086.608661,2108.247515,0
671,0.992185155,0.325339302,0.805206407,70565.8214,2086.4,34638.46084,0
352,0,0,0.042382986,27035.07754,1990.59906,3603.356085,0
20,0,0,1.006415114,15655.98893,1447.855214,6001.422673,0
255,0.795040279,6.54385619,1.077388157,13035.69935,836.8,5823.138703,1
2549,0,0,0.432438595,11889.11287,1172.8,2559.34204,0
300,0,6.64385619,0.804392004,7271.92377,456.1368411,232.0191022,1
990,0,0,1.091185792,25075.08121,2120,93.55196073,0
704,2.976968514,3.029465668,1.44246212,13873.47065,1329.732973,5291.009533,1
1513,0.203905876,6.291238985,1.147401076,10817.93405,2455.766361,2747.141057,1
3,0,5.991463873,0.620248675,375914.1219,73227.19141,83749.33534,1
3352,0.203905876,6.333792176,1.214613001,7629.243697,1094.4,2663.868401,1
831,0,0,1.341749888,12492.05883,1172.8,355.5342398,0
616,0,0,1.246956842,11210.42884,1172.917292,2752.252827,0
352,0.845638501,0.845638501,1.018265253,15015.11347,1957.191438,4018.282661,0
1365,0.302292189,5.547368785,0.979257714,6456.753855,545.6,1570.094006,1
5,0,6.12875844,1.419701515,356703.2047,65018.04527,100207.5837,1
1418,0,6.290874044,1.194381964,344587.3881,64426.73257,91366.62781,1
432,0.366446265,6.20021091,0.860185595,103626.617,6257.6,72512.07182,1
3959,0,6.60385619,1.092648151,5851.318118,456.0456046,831.5820637,1
27,0,0,0.95389832,22164.37112,2336,1674.182022,0
550,0.950672093,6.44385619,1.561473056,18282.6195,3558.044196,7904.919841,1
856,0.99996413,0.99996413,1.540577631,13002.95266,1206.520652,2065.127473,0
13768,0,6.296307315,0.311005564,33101.34696,4871.769482,1587.267229,1
227,0.820073318,0.820073318,0.487000239,42374.35422,3687.631237,4129.302001,0
701,0,6.01856294,0.33891721,27484.23563,6806.4,4061.146078,1
894,0.322493362,5.93366069,1.51865717,7204.760652,590.4,1311.157537,1
72,1.884465727,1.544539536,0.674352187,47603.24482,3726.027397,7039.767103,0
397,0.366446265,6.14021091,0.895380685,111106.7609,6290.570943,78144.42216,1
3096,0,6.64385619,0.805277509,3054397.881,457.8313253,26205.7347,1
596,0.999814883,0.999814883,0.801044994,21740.57335,2086.4,5483.08396,0
104,0,6.533077191,0.707491091,18570.79944,26235.22662,3510.634995,1
11110,0,0,1,6739.342582,518.4518452,4.88E-117,0
8465,0,0,0,6998.348233,518.4518452,2.65E-68,0
2830,0,6.512669028,0,1773.954061,504.7960245,262.2253817,1
705,0,6.396307315,0.640431752,353724.9525,103043.5306,1278775.245,1
28232,0,6.40385619,0,1051.829693,341.1530815,4.607615479,1
1186,2.959345012,2.999927674,0.689849005,13505.38877,1380.938094,497.5874924,1
348,2.824484601,2.963412506,1.350050796,14404.52069,1542.708542,6519.302509,1
12324,0,6.34385619,0,1320.992728,1318.410635,353.857315,1
1573,2.957590528,2.994458897,0.964360365,11271.73443,1251.2,10302.75786,1
2580,0,6.136842188,1.582026486,10744.08949,1876.900181,3016.020278,1
325,0.169826086,5.990551086,0.344645018,210729.2997,72977.90315,53304.43445,1
1124,0,0,0.919723378,14363.29419,1336.133613,2504.034069,0
2758,0,0,0.605041671,10896.65671,1273.6,1556.650422,0
248,0.958604435,0.958604435,0.95753239,15603.17326,2120,4783.98147,0
815,1.555338737,1.555338737,0.742209206,21973.00116,2147.2,3690.942605,0
235,0.205592508,6.127710827,0.854067641,15518.80408,2455.766361,4372.450403,1
1526,2.824484601,2.963412506,1.505802121,14781.72019,1587.676303,6952.067606,1
404,0.994098421,0.994098421,0.885655605,20649.83461,2086.4,3663.90394,0
2886,0.365923651,6.48385619,1.501432977,8647.611097,2500.950665,2414.211034,1
1102,1.484189255,1.877651052,1.335601804,21547.75472,1990.59906,5890.719127,0
5456,0.141440543,5.711014065,1.41565894,7040.770384,556.6330101,301.9454613,1
1201,0.221940733,5.55981991,0.97677558,5189.143707,422.3577642,1727.923783,1
2555,0,0,0.811736658,6739.200047,518.4,1.81E-110,0
3635,0.914926373,6.42385619,0.998679442,6326.797544,456.0456046,6.670309279,1
606,0.877729323,1.546590738,0.928289032,44797.87391,3636.8,6409.219311,0
672,2.983427767,3.040423601,0.738843307,18434.97834,3446.4,2374.776891,1
796,0,0,0.401468324,27825.57064,2153.815382,4551.432082,0
1507,0,0,1.366123909,24638.7226,2172.8,2674.807722,0
399,1.571538567,1.571538567,0.986320295,22148.85733,2214.4,9731.024102,0
992,0.697998947,0.764148976,0.239035943,21454.56098,2774.954991,5787.062743,0
14,0,6.64385619,0.478291033,56937.39856,14603.66442,1577.373543,1
685,1.38673126,1.333704112,0.62603508,47551.48953,3625.962596,6499.017644,0
200,0,0,1.373396123,13002.98118,1172.8,4403.212189,0
867,0,0,0.577965394,26376.1745,2153.6,243.9011838,0
3796,0,6.64385619,1.10821338,6917.735264,489.6489649,73.08556397,1
